,loc,v(g),ev(g),iv(g),defects
192,22.0,3.0,1.0,3.0,False
193,3.0,1.0,1.0,1.0,False
194,7.0,2.0,1.0,1.0,False
195,3.0,1.0,1.0,1.0,False
196,7.0,1.0,1.0,1.0,False
197,9.0,3.0,1.0,1.0,False
198,11.0,3.0,1.0,1.0,False
199,4.0,1.0,1.0,1.0,False
200,3.0,1.0,1.0,1.0,False
201,30.0,4.0,1.0,2.0,False
202,5.0,1.0,1.0,1.0,False
203,16.0,4.0,1.0,2.0,False
204,5.0,1.0,1.0,1.0,False
205,15.0,4.0,1.0,2.0,False
206,40.0,10.0,1.0,8.0,False
207,5.0,1.0,1.0,1.0,False
208,5.0,1.0,1.0,1.0,False
209,12.0,2.0,1.0,1.0,False
210,5.0,1.0,1.0,1.0,False
211,44.0,6.0,1.0,4.0,False
212,31.0,5.0,1.0,5.0,False
213,22.0,6.0,1.0,3.0,False
214,20.0,4.0,1.0,4.0,False
215,27.0,6.0,3.0,5.0,False
216,6.0,1.0,1.0,1.0,False
217,25.0,2.0,1.0,2.0,False
218,10.0,2.0,1.0,1.0,False
219,10.0,2.0,1.0,1.0,False
220,5.0,1.0,1.0,1.0,False
221,14.0,3.0,1.0,2.0,False
222,20.0,4.0,1.0,4.0,False
223,28.0,7.0,5.0,5.0,False
224,3.0,1.0,1.0,1.0,False
225,45.0,12.0,5.0,8.0,False
226,7.0,2.0,1.0,2.0,False
227,7.0,2.0,1.0,2.0,False
228,7.0,2.0,1.0,2.0,False
229,7.0,2.0,1.0,2.0,False
230,7.0,2.0,1.0,2.0,False
231,7.0,2.0,1.0,2.0,False
232,7.0,2.0,1.0,2.0,False
233,11.0,2.0,1.0,1.0,False
234,11.0,2.0,1.0,1.0,False
235,27.0,8.0,4.0,6.0,False
236,10.0,2.0,1.0,2.0,False
237,9.0,2.0,1.0,1.0,False
238,9.0,2.0,1.0,1.0,False
239,20.0,3.0,1.0,1.0,False
240,98.0,10.0,10.0,7.0,False
241,172.0,25.0,15.0,24.0,False
242,6.0,1.0,1.0,1.0,False
243,43.0,4.0,1.0,4.0,False
244,36.0,2.0,1.0,2.0,False
245,21.0,4.0,1.0,3.0,False
246,6.0,1.0,1.0,1.0,False
247,5.0,1.0,1.0,1.0,False
248,5.0,1.0,1.0,1.0,False
249,8.0,1.0,1.0,1.0,False
250,6.0,1.0,1.0,1.0,False
251,16.0,4.0,1.0,2.0,False
252,14.0,3.0,1.0,3.0,False
253,88.0,19.0,9.0,9.0,False
254,29.0,4.0,1.0,3.0,False
255,60.0,21.0,5.0,15.0,False
256,52.0,10.0,3.0,6.0,False
257,7.0,1.0,1.0,1.0,False
258,8.0,1.0,1.0,1.0,False
259,20.0,1.0,1.0,1.0,False
260,29.0,6.0,1.0,6.0,False
261,9.0,1.0,1.0,1.0,False
262,15.0,4.0,4.0,2.0,False
263,14.0,2.0,1.0,1.0,False
264,22.0,3.0,1.0,1.0,False
265,63.0,15.0,4.0,3.0,False
266,9.0,2.0,1.0,1.0,False
267,9.0,2.0,1.0,1.0,False
268,17.0,4.0,1.0,2.0,False
269,9.0,3.0,3.0,1.0,False
270,10.0,2.0,1.0,1.0,False
271,3.0,1.0,1.0,1.0,False
272,9.0,5.0,5.0,1.0,False
273,101.0,19.0,9.0,8.0,False
274,29.0,8.0,1.0,6.0,False
275,22.0,6.0,5.0,4.0,False
276,106.0,13.0,1.0,11.0,False
277,21.0,3.0,1.0,3.0,False
278,10.0,2.0,1.0,2.0,False
279,17.0,3.0,1.0,3.0,False
280,13.0,3.0,1.0,3.0,False
281,4.0,1.0,1.0,1.0,False
282,49.0,13.0,8.0,6.0,False
283,49.0,13.0,8.0,6.0,False
284,55.0,14.0,9.0,5.0,False
285,55.0,14.0,9.0,5.0,False
286,17.0,5.0,4.0,2.0,False
287,17.0,5.0,4.0,2.0,False
288,20.0,5.0,4.0,2.0,False
289,20.0,5.0,4.0,2.0,False
290,30.0,9.0,9.0,2.0,False
291,45.0,15.0,15.0,2.0,False
292,20.0,6.0,6.0,2.0,False
293,41.0,10.0,7.0,2.0,False
294,25.0,8.0,8.0,1.0,False
295,22.0,5.0,1.0,2.0,False
296,41.0,4.0,1.0,4.0,False
297,48.0,6.0,5.0,4.0,False
298,24.0,9.0,1.0,8.0,False
299,25.0,4.0,1.0,3.0,False
300,176.0,23.0,15.0,17.0,False
301,10.0,2.0,1.0,2.0,False
302,66.0,9.0,4.0,7.0,False
303,32.0,4.0,1.0,3.0,False
304,18.0,2.0,1.0,2.0,False
305,3.0,1.0,1.0,1.0,False
306,14.0,3.0,3.0,2.0,False
307,29.0,4.0,3.0,3.0,False
308,104.0,18.0,13.0,7.0,False
309,68.0,12.0,5.0,7.0,False
310,7.0,1.0,1.0,1.0,False
311,21.0,4.0,1.0,4.0,False
312,10.0,2.0,1.0,1.0,False
313,19.0,3.0,1.0,3.0,False
314,7.0,1.0,1.0,1.0,False
315,8.0,1.0,1.0,1.0,False
316,8.0,1.0,1.0,1.0,False
317,8.0,1.0,1.0,1.0,False
318,19.0,2.0,1.0,1.0,False
319,10.0,2.0,1.0,1.0,False
320,11.0,1.0,1.0,1.0,False
321,9.0,1.0,1.0,1.0,False
322,7.0,1.0,1.0,1.0,False
323,8.0,1.0,1.0,1.0,False
324,15.0,2.0,1.0,1.0,False
325,10.0,2.0,1.0,2.0,False
326,6.0,1.0,1.0,1.0,False
327,44.0,6.0,1.0,6.0,False
328,8.0,1.0,1.0,1.0,False
329,15.0,2.0,1.0,1.0,False
330,7.0,1.0,1.0,1.0,False
331,6.0,1.0,1.0,1.0,False
332,15.0,3.0,1.0,3.0,False
333,70.0,13.0,7.0,9.0,False
334,24.0,4.0,1.0,4.0,False
335,6.0,1.0,1.0,1.0,False
336,12.0,3.0,1.0,2.0,False
337,5.0,1.0,1.0,1.0,False
338,8.0,1.0,1.0,1.0,False
339,9.0,2.0,1.0,1.0,False
340,9.0,2.0,1.0,1.0,False
341,19.0,4.0,1.0,4.0,False
342,6.0,1.0,1.0,1.0,False
343,25.0,6.0,1.0,6.0,False
344,19.0,3.0,1.0,3.0,False
345,76.0,16.0,10.0,11.0,False
346,35.0,5.0,1.0,5.0,False
347,8.0,3.0,1.0,2.0,False
348,14.0,1.0,1.0,1.0,False
349,7.0,1.0,1.0,1.0,False
350,27.0,5.0,1.0,4.0,False
351,20.0,3.0,1.0,2.0,False
352,27.0,6.0,1.0,2.0,False
353,25.0,5.0,1.0,4.0,False
354,423.0,96.0,27.0,63.0,False
355,30.0,5.0,1.0,5.0,False
356,10.0,4.0,1.0,3.0,False
357,49.0,16.0,10.0,3.0,False
358,85.0,32.0,12.0,10.0,False
359,8.0,7.0,1.0,1.0,False
360,50.0,15.0,9.0,1.0,False
361,165.0,29.0,27.0,22.0,False
362,17.0,2.0,1.0,2.0,False
363,15.0,4.0,1.0,4.0,False
364,61.0,11.0,7.0,10.0,False
365,63.0,12.0,3.0,10.0,False
366,16.0,3.0,1.0,3.0,False
367,49.0,13.0,1.0,13.0,False
368,52.0,14.0,1.0,14.0,False
369,42.0,7.0,1.0,7.0,False
370,62.0,13.0,9.0,10.0,False
371,65.0,13.0,3.0,10.0,False
372,75.0,17.0,9.0,11.0,False
373,8.0,2.0,1.0,1.0,False
374,8.0,2.0,1.0,1.0,False
375,3.0,1.0,1.0,1.0,False
376,4.0,1.0,1.0,1.0,False
377,15.0,4.0,3.0,1.0,False
378,8.0,2.0,1.0,1.0,False
379,9.0,2.0,1.0,2.0,False
380,13.0,3.0,1.0,2.0,False
381,3.0,1.0,1.0,1.0,False
382,4.0,1.0,1.0,1.0,False
383,6.0,1.0,1.0,1.0,False
384,6.0,1.0,1.0,1.0,False
385,15.0,2.0,1.0,1.0,False
386,9.0,1.0,1.0,1.0,False
387,9.0,1.0,1.0,1.0,False
388,20.0,1.0,1.0,1.0,False
389,7.0,1.0,1.0,1.0,False
390,3.0,1.0,1.0,1.0,False
391,3.0,1.0,1.0,1.0,False
392,6.0,2.0,1.0,2.0,False
393,7.0,1.0,1.0,1.0,False
394,3.0,1.0,1.0,1.0,False
395,3.0,1.0,1.0,1.0,False
396,6.0,2.0,1.0,2.0,False
397,2.0,1.0,1.0,1.0,False
398,2.0,1.0,1.0,1.0,False
399,3.0,1.0,1.0,1.0,False
400,4.0,1.0,1.0,1.0,False
401,9.0,2.0,1.0,1.0,False
402,16.0,1.0,1.0,1.0,False
403,5.0,1.0,1.0,1.0,False
404,4.0,1.0,1.0,1.0,False
405,5.0,1.0,1.0,1.0,False
406,9.0,2.0,1.0,1.0,False
407,18.0,3.0,1.0,1.0,False
408,38.0,10.0,4.0,4.0,False
409,14.0,6.0,5.0,1.0,False
410,47.0,13.0,3.0,2.0,False
411,11.0,2.0,1.0,1.0,False
412,11.0,2.0,1.0,1.0,False
413,11.0,2.0,1.0,1.0,False
414,21.0,4.0,4.0,4.0,False
415,23.0,4.0,4.0,4.0,False
416,13.0,3.0,1.0,3.0,False
417,21.0,3.0,1.0,3.0,False
418,21.0,3.0,1.0,3.0,False
419,22.0,4.0,4.0,3.0,False
420,41.0,8.0,6.0,6.0,False
421,22.0,4.0,3.0,2.0,False
422,9.0,3.0,3.0,1.0,False
423,50.0,10.0,10.0,9.0,False
424,29.0,10.0,10.0,8.0,False
425,50.0,10.0,10.0,9.0,False
426,29.0,19.0,1.0,8.0,False
427,29.0,7.0,5.0,2.0,False
428,9.0,1.0,1.0,1.0,False
429,16.0,4.0,4.0,1.0,False
430,9.0,1.0,1.0,1.0,False
431,6.0,1.0,1.0,1.0,False
432,30.0,7.0,3.0,4.0,False
433,14.0,2.0,1.0,2.0,False
434,56.0,22.0,1.0,12.0,False
435,21.0,3.0,1.0,3.0,False
436,14.0,1.0,1.0,1.0,False
437,7.0,1.0,1.0,1.0,False
438,16.0,3.0,3.0,1.0,False
439,22.0,3.0,1.0,3.0,False
440,27.0,4.0,1.0,3.0,False
441,3.0,1.0,1.0,1.0,False
442,7.0,2.0,1.0,1.0,False
443,3.0,1.0,1.0,1.0,False
444,7.0,1.0,1.0,1.0,False
445,9.0,3.0,1.0,1.0,False
446,11.0,3.0,1.0,1.0,False
447,4.0,1.0,1.0,1.0,False
448,3.0,1.0,1.0,1.0,False
449,12.0,3.0,1.0,1.0,False
450,31.0,4.0,1.0,2.0,True
451,29.0,5.0,1.0,3.0,True
452,71.0,10.0,8.0,9.0,True
453,15.0,2.0,1.0,2.0,True
454,33.0,6.0,1.0,5.0,True
455,92.0,4.0,1.0,4.0,True
456,44.0,7.0,1.0,7.0,True
457,143.0,13.0,1.0,12.0,True
458,196.0,37.0,21.0,26.0,True
459,12.0,1.0,1.0,1.0,True
460,12.0,1.0,1.0,1.0,True
461,133.0,30.0,1.0,26.0,True
462,28.0,3.0,1.0,2.0,True
463,91.0,20.0,9.0,4.0,True
464,41.0,4.0,3.0,3.0,True
465,149.0,20.0,1.0,18.0,True
466,411.0,73.0,30.0,41.0,True
467,121.0,15.0,3.0,12.0,True
468,130.0,20.0,9.0,10.0,True
469,79.0,12.0,4.0,6.0,True
470,57.0,9.0,1.0,7.0,True
471,49.0,7.0,1.0,5.0,True
472,58.0,10.0,5.0,1.0,True
473,28.0,3.0,1.0,3.0,True
474,13.0,3.0,1.0,3.0,True
475,71.0,8.0,1.0,7.0,True
476,22.0,2.0,1.0,2.0,True
477,22.0,5.0,5.0,3.0,True
478,59.0,7.0,1.0,7.0,True
479,19.0,1.0,1.0,1.0,True
480,89.0,24.0,9.0,19.0,True
481,32.0,4.0,1.0,4.0,True
482,74.0,11.0,11.0,9.0,True
483,32.0,4.0,1.0,4.0,True
484,107.0,18.0,9.0,10.0,True
485,7.0,1.0,1.0,1.0,True
486,19.0,3.0,1.0,1.0,True
487,18.0,3.0,1.0,3.0,True
488,22.0,3.0,1.0,3.0,True
489,20.0,3.0,1.0,3.0,True
490,8.0,1.0,1.0,1.0,True
491,44.0,8.0,4.0,7.0,True
492,91.0,18.0,7.0,16.0,True
493,47.0,3.0,1.0,3.0,True
494,24.0,4.0,3.0,3.0,True
495,82.0,11.0,3.0,10.0,True
496,10.0,2.0,1.0,1.0,True
497,28.0,6.0,5.0,5.0,True
498,1.1,1.4,1.4,1.4,False
499,1.0,1.0,1.0,1.0,True
500,72.0,7.0,1.0,6.0,True
501,190.0,3.0,1.0,3.0,True
502,37.0,4.0,1.0,4.0,True
503,31.0,2.0,1.0,2.0,True
504,78.0,9.0,5.0,4.0,True
505,8.0,1.0,1.0,1.0,True
506,24.0,2.0,1.0,2.0,True
507,143.0,22.0,20.0,10.0,True
508,73.0,10.0,4.0,6.0,True
509,83.0,11.0,10.0,7.0,True
510,12.0,3.0,1.0,1.0,True
511,48.0,4.0,1.0,4.0,True
512,68.0,8.0,1.0,5.0,True
513,138.0,22.0,10.0,8.0,True
514,10.0,1.0,1.0,1.0,True
515,250.0,49.0,34.0,16.0,True
516,77.0,8.0,1.0,1.0,True
517,85.0,9.0,1.0,7.0,True
518,110.0,17.0,13.0,8.0,True
519,49.0,6.0,6.0,3.0,True
520,187.0,35.0,26.0,16.0,True
521,27.0,6.0,6.0,3.0,True
522,38.0,8.0,1.0,3.0,True
523,294.0,43.0,33.0,24.0,True
524,29.0,3.0,1.0,3.0,True
525,160.0,5.0,4.0,3.0,True
526,94.0,16.0,9.0,5.0,True
527,48.0,3.0,1.0,3.0,True
528,14.0,2.0,1.0,2.0,True
529,32.0,6.0,4.0,4.0,True
530,11.0,1.0,1.0,1.0,True
531,20.0,3.0,1.0,1.0,True
532,39.0,1.0,1.0,1.0,True
533,63.0,21.0,21.0,8.0,True
534,78.0,6.0,1.0,5.0,True
535,209.0,26.0,17.0,19.0,True
536,6.0,2.0,1.0,1.0,True
537,44.0,13.0,13.0,7.0,True
538,24.0,3.0,1.0,1.0,True
539,23.0,2.0,1.0,2.0,True
540,69.0,6.0,3.0,4.0,True
541,148.0,19.0,10.0,11.0,True
542,83.0,20.0,15.0,7.0,True
543,53.0,4.0,1.0,4.0,True
544,97.0,15.0,12.0,4.0,True
545,25.0,2.0,1.0,2.0,True
546,466.0,110.0,95.0,85.0,True
547,110.0,27.0,14.0,9.0,True
548,113.0,19.0,18.0,11.0,True
549,119.0,9.0,7.0,7.0,True
550,15.0,3.0,1.0,2.0,True
551,44.0,10.0,8.0,10.0,True
552,124.0,55.0,55.0,55.0,True
553,8.0,1.0,1.0,1.0,True
554,8.0,1.0,1.0,1.0,True
555,162.0,27.0,23.0,26.0,True
556,113.0,27.0,20.0,16.0,True
557,8.0,1.0,1.0,1.0,True
558,8.0,1.0,1.0,1.0,True
559,9.0,2.0,1.0,1.0,True
560,179.0,36.0,27.0,35.0,True
561,171.0,16.0,1.0,16.0,True
562,77.0,15.0,11.0,15.0,True
563,8.0,1.0,1.0,1.0,True
564,12.0,4.0,1.0,1.0,True
565,42.0,9.0,1.0,4.0,True
566,14.0,1.0,1.0,1.0,True
567,19.0,5.0,1.0,1.0,True
568,88.0,8.0,1.0,7.0,True
569,13.0,2.0,1.0,2.0,True
570,46.0,4.0,1.0,4.0,True
571,129.0,30.0,18.0,25.0,True
572,20.0,1.0,1.0,1.0,True
573,22.0,1.0,1.0,1.0,True
574,32.0,2.0,1.0,2.0,True
575,13.0,1.0,1.0,1.0,True
576,12.0,3.0,1.0,2.0,True
577,6.0,1.0,1.0,1.0,True
578,17.0,3.0,1.0,1.0,True
579,5.0,1.0,1.0,1.0,True
580,227.0,55.0,22.0,26.0,True
581,68.0,5.0,1.0,4.0,True
582,37.0,4.0,1.0,4.0,True
583,106.0,12.0,5.0,9.0,True
584,18.0,1.0,1.0,1.0,True
585,100.0,11.0,1.0,7.0,True
586,99.0,14.0,5.0,11.0,True
587,53.0,6.0,1.0,3.0,True
588,4.0,1.0,1.0,1.0,True
589,4.0,1.0,1.0,1.0,True
590,4.0,1.0,1.0,1.0,True
591,4.0,1.0,1.0,1.0,True
592,4.0,1.0,1.0,1.0,True
593,50.0,5.0,5.0,3.0,True
594,14.0,3.0,1.0,1.0,True
595,11.0,2.0,1.0,1.0,True
596,174.0,15.0,11.0,7.0,True
597,33.0,4.0,1.0,3.0,True
598,4.0,1.0,1.0,1.0,True
599,13.0,2.0,1.0,2.0,True
600,135.0,11.0,1.0,9.0,True
601,49.0,6.0,3.0,5.0,True
602,45.0,6.0,1.0,3.0,True
603,65.0,4.0,4.0,1.0,True
604,40.0,5.0,3.0,5.0,True
605,59.0,7.0,5.0,7.0,True
606,31.0,4.0,3.0,4.0,True
607,45.0,9.0,9.0,5.0,True
608,31.0,6.0,1.0,3.0,True
609,28.0,2.0,1.0,2.0,True
610,49.0,3.0,1.0,3.0,True
611,30.0,5.0,3.0,4.0,True
612,146.0,15.0,9.0,9.0,True
613,127.0,16.0,10.0,9.0,True
614,85.0,18.0,11.0,1.0,True
615,28.0,5.0,3.0,4.0,True
616,21.0,4.0,3.0,3.0,True
617,127.0,23.0,21.0,8.0,True
618,45.0,12.0,1.0,6.0,True
619,31.0,3.0,1.0,2.0,True
620,11.0,3.0,1.0,2.0,True
621,28.0,6.0,6.0,4.0,True
622,61.0,8.0,1.0,3.0,True
623,12.0,2.0,1.0,1.0,True
624,20.0,6.0,6.0,2.0,True
625,28.0,3.0,1.0,2.0,True
626,55.0,4.0,1.0,4.0,True
627,38.0,6.0,1.0,3.0,True
628,14.0,10.0,7.0,6.0,True
629,142.0,11.0,1.0,3.0,True
630,29.0,3.0,1.0,2.0,True
631,15.0,2.0,1.0,2.0,True
632,54.0,5.0,1.0,4.0,True
633,105.0,6.0,1.0,4.0,True
634,29.0,3.0,3.0,2.0,True
635,15.0,3.0,1.0,1.0,True
636,24.0,4.0,4.0,2.0,True
637,25.0,4.0,4.0,2.0,True
638,88.0,14.0,1.0,14.0,True
639,116.0,13.0,7.0,12.0,True
640,71.0,5.0,1.0,4.0,True
641,49.0,4.0,3.0,3.0,True
642,87.0,10.0,5.0,4.0,True
643,19.0,2.0,1.0,2.0,True
644,99.0,9.0,1.0,7.0,True
645,84.0,8.0,5.0,5.0,True
646,77.0,10.0,1.0,10.0,True
647,139.0,20.0,8.0,3.0,True
648,37.0,5.0,1.0,1.0,True
649,29.0,3.0,1.0,3.0,True
650,20.0,3.0,1.0,3.0,True
651,31.0,3.0,1.0,3.0,True
652,34.0,5.0,1.0,1.0,True
653,62.0,6.0,4.0,5.0,True
654,132.0,31.0,23.0,12.0,True
655,18.0,4.0,1.0,3.0,True
656,68.0,4.0,3.0,4.0,True
657,4.0,1.0,1.0,1.0,True
658,22.0,1.0,1.0,1.0,True
659,10.0,2.0,1.0,1.0,True
660,76.0,8.0,6.0,7.0,True
661,20.0,2.0,1.0,2.0,True
662,20.0,2.0,1.0,2.0,True
663,31.0,6.0,1.0,2.0,True
664,89.0,21.0,4.0,5.0,True
665,81.0,9.0,5.0,4.0,True
666,30.0,2.0,1.0,2.0,True
667,47.0,11.0,4.0,6.0,True
668,191.0,27.0,18.0,23.0,True
669,36.0,7.0,1.0,4.0,True
670,43.0,12.0,6.0,5.0,True
671,219.0,31.0,14.0,7.0,True
672,8.0,1.0,1.0,1.0,True
673,14.0,3.0,1.0,2.0,True
674,24.0,2.0,1.0,2.0,True
675,24.0,2.0,1.0,2.0,True
676,26.0,2.0,1.0,2.0,True
677,70.0,5.0,1.0,1.0,True
678,24.0,4.0,1.0,2.0,True
679,25.0,4.0,3.0,3.0,True
680,36.0,2.0,1.0,2.0,True
681,29.0,4.0,1.0,3.0,True
682,28.0,7.0,1.0,4.0,True
683,6.0,1.0,1.0,1.0,True
684,40.0,5.0,1.0,5.0,True
685,45.0,8.0,4.0,6.0,True
686,45.0,7.0,1.0,6.0,True
687,4.0,1.0,1.0,1.0,True
688,160.0,18.0,8.0,6.0,True
689,27.0,4.0,3.0,2.0,True
690,121.0,22.0,1.0,13.0,True
691,12.0,2.0,1.0,1.0,True
692,26.0,2.0,1.0,2.0,True
693,25.0,6.0,6.0,3.0,True
694,34.0,9.0,9.0,7.0,True
695,33.0,9.0,9.0,7.0,True
696,145.0,10.0,4.0,6.0,True
